Column1,Data,Dataset_name,Balance_Class,Balance_Sensitive,Fairness_cost_function,Dataset_training_size,Dataset_testing_size,Fairness_cost_multiplier,Dataset_fairness_Demographic_Parity,Report_DNN_Discriminator_Training_Accuracy,Report_DNN_Discriminator_Training_precision,Report_DNN_Discriminator_Training_recall,Report_DNN_Discriminator_Training_f1,Report_DNN_Discriminator_Testing_Accuracy,Report_DNN_Discriminator_Testing_precision,Report_DNN_Discriminator_Testing_recall,Report_DNN_Discriminator_Testing_f1,Report_Predictor_Training_Accuracy,Report_Predictor_Training_precision,Report_Predictor_Training_recall,Report_Predictor_Training_f1,Report_Predictor_Testing_Accuracy,Report_Predictor_Testing_precision,Report_Predictor_Testing_recall,Report_Predictor_Testing_f1,Report_Before_CatBoost_Prediction_Training_Accuracy,Report_Before_CatBoost_Prediction_Training_precision,Report_Before_CatBoost_Prediction_Training_recall,Report_Before_CatBoost_Prediction_Training_f1,Report_Before_CatBoost_Prediction_Testing_Accuracy,Report_Before_CatBoost_Prediction_Testing_precision,Report_Before_CatBoost_Prediction_Testing_recall,Report_Before_CatBoost_Prediction_Testing_f1,Report_After_CatBoost_Prediction_Training_Accuracy,Report_After_CatBoost_Prediction_Training_precision,Report_After_CatBoost_Prediction_Training_recall,Report_After_CatBoost_Prediction_Training_f1,Report_After_CatBoost_Prediction_Testing_Accuracy,Report_After_CatBoost_Prediction_Testing_precision,Report_After_CatBoost_Prediction_Testing_recall,Report_After_CatBoost_Prediction_Testing_f1,Report_Before_CatBoost_Sensitive_Training_Accuracy,Report_Before_CatBoost_Sensitive_Training_precision,Report_Before_CatBoost_Sensitive_Training_recall,Report_Before_CatBoost_Sensitive_Training_f1,Report_Before_CatBoost_Sensitive_Testing_Accuracy,Report_Before_CatBoost_Sensitive_Testing_precision,Report_Before_CatBoost_Sensitive_Testing_recall,Report_Before_CatBoost_Sensitive_Testing_f1,Report_After_CatBoost_Sensitive_Training_Accuracy,Report_After_CatBoost_Sensitive_Training_precision,Report_After_CatBoost_Sensitive_Training_recall,Report_After_CatBoost_Sensitive_Training_f1,Report_After_CatBoost_Sensitive_Testing_Accuracy,Report_After_CatBoost_Sensitive_Testing_precision,Report_After_CatBoost_Sensitive_Testing_recall,Report_After_CatBoost_Sensitive_Testing_f1,Fairness_Equal_Odd_Before_CatBoost_prediction_Training,Fairness_Equal_Odd_Before_CatBoost_prediction_Testing,Fairness_Equal_Odd_DNN_prediction_Training,Fairness_Equal_Odd_DNN_prediction_Testing,Fairness_Equal_Odd_After_CatBoost_prediction_Training,Fairness_Equal_Odd_After_CatBoost_prediction_Testing,Fairness_Equal_Opportunity_Before_CatBoost_prediction_Training,Fairness_Equal_Opportunity_Before_CatBoost_prediction_Testing,Fairness_Equal_Opportunity_DNN_prediction_Training,Fairness_Equal_Opportunity_DNN_prediction_Testing,Fairness_Equal_Opportunity_After_CatBoost_prediction_Training,Fairness_Equal_Opportunity_After_CatBoost_prediction_Testing,Fairness_Demographic_Parity_Before_CatBoost_prediction_Training,Fairness_Demographic_Parity_Before_CatBoost_prediction_Testing,Fairness_Demographic_Parity_DNN_prediction_Training,Fairness_Demographic_Parity_DNN_prediction_Testing,Fairness_Demographic_Parity_After_CatBoost_prediction_Training,Fairness_Demographic_Parity_After_CatBoost_prediction_Testing,Fairness_Treatment_Equality_Before_CatBoost_prediction_Training,Fairness_Treatment_Equality_Before_CatBoost_prediction_Testing,Fairness_Treatment_Equality_DNN_prediction_Training,Fairness_Treatment_Equality_DNN_prediction_Testing,Fairness_Treatment_Equality_After_CatBoost_prediction_Training,Fairness_Treatment_Equality_After_CatBoost_prediction_Testing
179,11/04/2024 4:20,German Credit,1,0,Demographic Parity,420,180,1,0.14372467,0.697619048,0.486672336,0.697619048,0.573358712,0.666666667,0.444444444,0.666666667,0.533333333,0.511904762,0.262046485,0.511904762,0.346644169,0.472222222,0.222993827,0.472222222,0.30293501,0.866666667,0.866739363,0.866666667,0.866624292,0.766666667,0.766666667,0.766666667,0.766666667,0.995238095,0.995281984,0.995238095,0.995237447,0.727777778,0.729320988,0.727777778,0.727987988,0.845238095,0.854527307,0.845238095,0.831992896,0.727777778,0.719951283,0.727777778,0.695938195,0.861904762,0.876690131,0.861904762,0.849757833,0.722222222,0.708836959,0.722222222,0.697381752,0.077100739,0.265625,0.015151515,0.075549451,0.015151515,0.075549451,0.062571889,0.07514881,0,0,0,0.035714286,0.070221171,0.041666667,0,0,0.131117143,0.075,0.062571889,0.19047619,0,0,0.015151515,0.039835165
180,11/04/2024 4:20,German Credit,1,0,Demographic Parity,420,180,0.25,0.14372467,0.697619048,0.486672336,0.697619048,0.573358712,0.666666667,0.444444444,0.666666667,0.533333333,0.488095238,0.238236961,0.488095238,0.320190476,0.527777778,0.278549383,0.527777778,0.364646465,0.866666667,0.866739363,0.866666667,0.866624292,0.766666667,0.766666667,0.766666667,0.766666667,0.99047619,0.990518566,0.99047619,0.990474894,0.705555556,0.70925422,0.705555556,0.705637348,0.845238095,0.854527307,0.845238095,0.831992896,0.727777778,0.719951283,0.727777778,0.695938195,0.854761905,0.873761905,0.854761905,0.84018776,0.711111111,0.721544715,0.711111111,0.649864097,0.077100739,0.265625,0.028938453,0.134615385,0.028938453,0.134615385,0.062571889,0.07514881,0,0,0.00621118,0.035714286,0.070221171,0.041666667,0,0,0.131117143,0.033333333,0.062571889,0.19047619,0,0,0.022727273,0.098901099
181,11/04/2024 4:20,German Credit,0,1,Demographic Parity,434,186,1,0.032258065,0.555299539,0.556955381,0.555299539,0.552043725,0.543010753,0.543417367,0.543010753,0.541938288,0.274193548,0.075182102,0.274193548,0.11800735,0.23655914,0.822551584,0.23655914,0.097878545,0.889400922,0.904025593,0.889400922,0.879345523,0.784946237,0.761862898,0.784946237,0.766065452,0.983870968,0.983985922,0.983870968,0.98376141,0.784946237,0.775104396,0.784946237,0.779091177,0.870967742,0.871472621,0.870967742,0.870923884,0.639784946,0.639930556,0.639784946,0.639691213,0.81797235,0.818141254,0.81797235,0.817948187,0.709677419,0.709774436,0.709677419,0.709643848,0.208474576,0.101102608,0.07440821,0.161519445,0.07440821,0.161519445,0,0.01060487,0,0.013157895,0.006329114,0.055184603,0.059907834,0.053763441,0,0.010752688,0.01843318,0.032258065,0.208474576,0.090497738,0,0.013157895,0.068079096,0.106334842
182,11/04/2024 4:20,German Credit,0,1,Demographic Parity,434,186,0.25,0.032258065,0.5,0.25,0.5,0.333333333,0.5,0.25,0.5,0.333333333,0.725806452,0.526795005,0.725806452,0.610491408,0.768817204,0.591079894,0.768817204,0.668333497,0.889400922,0.904025593,0.889400922,0.879345523,0.784946237,0.761862898,0.784946237,0.766065452,0.997695853,0.997703144,0.997695853,0.997692817,0.838709677,0.828720083,0.838709677,0.82887954,0.870967742,0.871472621,0.870967742,0.870923884,0.639784946,0.639930556,0.639784946,0.639691213,0.870967742,0.872105656,0.870967742,0.87086902,0.602150538,0.603880071,0.602150538,0.600487635,0.208474576,0.101102608,0.016949153,0.188951349,0.016949153,0.188951349,0,0.01060487,0,0,0,0.062254517,0.059907834,0.053763441,0,0,0.00921659,0.032258065,0.208474576,0.090497738,0,0,0.016949153,0.126696833
183,11/04/2024 4:21,German Credit,1,1,Demographic Parity,305,131,1,0,0.521311475,0.271765654,0.521311475,0.357278123,0.450381679,0.202843657,0.450381679,0.279710727,0.508196721,0.258263908,0.508196721,0.342480399,0.480916031,0.231280228,0.480916031,0.312347525,0.898360656,0.898388714,0.898360656,0.898365027,0.778625954,0.780897855,0.778625954,0.778625954,0.996721311,0.996742329,0.996721311,0.9967211,0.786259542,0.791563631,0.786259542,0.785960465,0.908196721,0.909123165,0.908196721,0.908030138,0.702290076,0.719962429,0.702290076,0.701769513,0.898360656,0.90416689,0.898360656,0.89768896,0.694656489,0.723273152,0.694656489,0.692158353,0.057437961,0.170340557,0.013333333,0.267368421,0.013333333,0.267368421,0.017437961,0.082105263,0,0,0,0.267368421,0.061988455,0.142655367,0,0,0.048289825,0.184322034,0.04,0.088235294,0,0,0.013333333,0.267368421
184,11/04/2024 4:21,German Credit,1,1,Demographic Parity,305,131,0.25,0,0.521311475,0.271765654,0.521311475,0.357278123,0.450381679,0.202843657,0.450381679,0.279710727,0.508196721,0.258263908,0.508196721,0.342480399,0.480916031,0.231280228,0.480916031,0.312347525,0.898360656,0.898388714,0.898360656,0.898365027,0.778625954,0.780897855,0.778625954,0.778625954,1,1,1,1,0.740458015,0.740984715,0.740458015,0.740548807,0.908196721,0.909123165,0.908196721,0.908030138,0.702290076,0.719962429,0.702290076,0.701769513,0.891803279,0.893531912,0.891803279,0.891494309,0.679389313,0.694584372,0.679389313,0.679127742,0.057437961,0.170340557,0,0.426068111,0,0.426068111,0.017437961,0.082105263,0,0,0,0.308421053,0.061988455,0.142655367,0,0,0.042000517,0.255178908,0.04,0.088235294,0,0,0,0.308421053
185,11/04/2024 4:21,German Credit,0,0,Demographic Parity,700,300,1,0.074801309,0.692857143,0.48005102,0.692857143,0.567148885,0.683333333,0.466944444,0.683333333,0.554785479,0.692857143,0.48005102,0.692857143,0.567148885,0.716666667,0.513611111,0.716666667,0.598381877,0.82,0.823759486,0.82,0.804829545,0.743333333,0.718921638,0.743333333,0.713716486,0.935714286,0.938678099,0.935714286,0.933869132,0.68,0.643235811,0.68,0.653980802,0.774285714,0.780750689,0.774285714,0.742191142,0.736666667,0.727177925,0.736666667,0.700801921,0.77,0.784697581,0.77,0.731422655,0.673333333,0.624384546,0.673333333,0.618799782,0.156616456,0.207067751,0.066684092,0.24695071,0.066684092,0.24695071,0.006607098,0.081022351,0,0,0.008851414,0.077297185,0.083097579,0.031835687,0,0,0.089474946,0.111168164,0.150009358,0.1260454,0,0,0.057832678,0.169653524
186,11/04/2024 4:21,German Credit,0,0,Demographic Parity,700,300,0.25,0.074801309,0.692857143,0.48005102,0.692857143,0.567148885,0.683333333,0.466944444,0.683333333,0.554785479,0.692857143,0.48005102,0.692857143,0.567148885,0.716666667,0.513611111,0.716666667,0.598381877,0.82,0.823759486,0.82,0.804829545,0.743333333,0.718921638,0.743333333,0.713716486,0.842857143,0.860651927,0.842857143,0.82687411,0.683333333,0.612037037,0.683333333,0.625564022,0.774285714,0.780750689,0.774285714,0.742191142,0.736666667,0.727177925,0.736666667,0.700801921,0.745714286,0.768200946,0.745714286,0.688372899,0.7,0.681494662,0.7,0.62345679,0.156616456,0.207067751,0.178980555,0.12916182,0.178980555,0.12916182,0.006607098,0.081022351,0,0,0.023449954,0.045529801,0.083097579,0.031835687,0,0,0.107839847,0.007702182,0.150009358,0.1260454,0,0,0.155530601,0.083632019
187,11/04/2024 4:22,German Credit,1,0,Demographic Parity,420,180,1,0.047515199,0.642857143,0.413265306,0.642857143,0.50310559,0.661111111,0.437067901,0.661111111,0.5262356,0.492857143,0.242908163,0.492857143,0.325427204,0.516666667,0.266944444,0.516666667,0.352014652,0.888095238,0.890531219,0.888095238,0.887846449,0.733333333,0.733333333,0.733333333,0.733333333,0.995238095,0.995282392,0.995238095,0.995237663,0.7,0.70083961,0.7,0.700074083,0.876190476,0.879404762,0.876190476,0.872570315,0.816666667,0.818961353,0.816666667,0.806534195,0.854761905,0.860585273,0.854761905,0.848802221,0.75,0.747280419,0.75,0.727209533,0.040583389,0.148374012,0.015384615,0.084647066,0.015384615,0.084647066,0.017906067,0.009457755,0,0,0,0.080706179,0.022222222,0.111172338,0,0,0.039259259,0.003995041,0.022677323,0.138916256,0,0,0.015384615,0.080706179
188,11/04/2024 4:22,German Credit,1,0,Demographic Parity,420,180,0.25,0.047515199,0.642857143,0.413265306,0.642857143,0.50310559,0.661111111,0.437067901,0.661111111,0.5262356,0.507142857,0.257193878,0.507142857,0.341299932,0.483333333,0.233611111,0.483333333,0.314981273,0.888095238,0.890531219,0.888095238,0.887846449,0.733333333,0.733333333,0.733333333,0.733333333,0.988095238,0.9881055,0.988095238,0.988094766,0.694444444,0.695,0.694444444,0.694529345,0.876190476,0.879404762,0.876190476,0.872570315,0.816666667,0.818961353,0.816666667,0.806534195,0.857142857,0.863845832,0.857142857,0.851079955,0.772222222,0.780114489,0.772222222,0.749078437,0.040583389,0.148374012,0.045678979,0.229436759,0.045678979,0.229436759,0.017906067,0.009457755,0,0,0.02739726,0.042244641,0.022222222,0.111172338,0,0,0.035555556,0.086788814,0.022677323,0.138916256,0,0,0.02739726,0.187192118
189,11/04/2024 4:23,German Credit,0,1,Demographic Parity,434,186,1,0.032258065,0.523041475,0.273572384,0.523041475,0.359244825,0.446236559,0.199127067,0.446236559,0.275372747,0.649769585,0.422200514,0.649769585,0.511829673,0.709677419,0.50364204,0.709677419,0.589166159,0.868663594,0.876186312,0.868663594,0.862876588,0.811827957,0.808540816,0.811827957,0.796050192,0.99078341,0.990801367,0.99078341,0.990769175,0.795698925,0.793581719,0.795698925,0.794539605,0.84562212,0.84721057,0.84562212,0.845102813,0.720430108,0.723292343,0.720430108,0.721112778,0.861751152,0.863269875,0.861751152,0.861325453,0.607526882,0.615535394,0.607526882,0.608560692,0.179482607,0.290046598,0.019430326,0.132451072,0.019430326,0.132451072,0.009030032,0.063839702,0,0,0.0078125,0.002795899,0.092894082,0.102819043,0,0,0.059630977,0.026201895,0.170452575,0.226206897,0,0,0.011617826,0.129655172
190,11/04/2024 4:23,German Credit,0,1,Demographic Parity,434,186,0.25,0.032258065,0.523041475,0.273572384,0.523041475,0.359244825,0.446236559,0.199127067,0.446236559,0.275372747,0.649769585,0.422200514,0.649769585,0.511829673,0.709677419,0.50364204,0.709677419,0.589166159,0.868663594,0.876186312,0.868663594,0.862876588,0.811827957,0.808540816,0.811827957,0.796050192,0.99078341,0.990912313,0.99078341,0.990754419,0.758064516,0.747975292,0.758064516,0.751055396,0.84562212,0.84721057,0.84562212,0.845102813,0.720430108,0.723292343,0.720430108,0.721112778,0.866359447,0.86646985,0.866359447,0.866248365,0.704301075,0.714774473,0.704301075,0.704942579,0.179482607,0.290046598,0.028437663,0.219757689,0.028437663,0.219757689,0.009030032,0.063839702,0,0,0,0.033550792,0.092894082,0.102819043,0,0,0.06844155,0.023511522,0.170452575,0.226206897,0,0,0.028437663,0.186206897
191,11/04/2024 4:23,German Credit,1,1,Demographic Parity,305,131,1,0,0.51147541,0.261607095,0.51147541,0.346161232,0.473282443,0.223996271,0.473282443,0.304077839,0.504918033,0.25494222,0.504918033,0.3388121,0.488549618,0.23868073,0.488549618,0.32068898,0.908196721,0.908196721,0.908196721,0.908196721,0.694656489,0.695051513,0.694656489,0.694692076,1,1,1,1,0.786259542,0.79117609,0.786259542,0.785760615,0.875409836,0.875880282,0.875409836,0.875305179,0.687022901,0.687322257,0.687022901,0.687132557,0.872131148,0.872217585,0.872131148,0.872089866,0.641221374,0.644893633,0.641221374,0.641221374,0.043768446,0.4913273,0,0.239894419,0,0.239894419,0.0307173,0.382352941,0,0,0,0.207843137,0.049432112,0.176484338,0,0,0.049432112,0.150771388,0.0307173,0.382352941,0,0,0,0.207843137
192,11/04/2024 4:23,German Credit,1,1,Demographic Parity,305,131,0.25,0,0.51147541,0.261607095,0.51147541,0.346161232,0.473282443,0.223996271,0.473282443,0.304077839,0.495081967,0.245106154,0.495081967,0.327883233,0.511450382,0.261581493,0.511450382,0.346133087,0.908196721,0.908196721,0.908196721,0.908196721,0.694656489,0.695051513,0.694656489,0.694692076,1,1,1,1,0.770992366,0.771405185,0.770992366,0.771019057,0.875409836,0.875880282,0.875409836,0.875305179,0.687022901,0.687322257,0.687022901,0.687132557,0.918032787,0.918231572,0.918032787,0.918043362,0.687022901,0.689390595,0.687022901,0.68720532,0.043768446,0.4913273,0,0.109426848,0,0.109426848,0.0307173,0.382352941,0,0,0,0.090196078,0.049432112,0.176484338,0,0,0.049432112,0.115240767,0.0307173,0.382352941,0,0,0,0.090196078
193,11/04/2024 4:23,German Credit,0,0,Demographic Parity,700,300,1,0.074801309,0.688571429,0.474130612,0.688571429,0.561576021,0.693333333,0.480711111,0.693333333,0.567769029,0.691428571,0.478073469,0.691428571,0.565289575,0.72,0.5184,0.72,0.602790698,0.821428571,0.827150533,0.821428571,0.805779049,0.743333333,0.733865186,0.743333333,0.737528432,0.904285714,0.911917313,0.904285714,0.899465157,0.653333333,0.621333333,0.653333333,0.633567251,0.774285714,0.799118759,0.774285714,0.73521893,0.726666667,0.705301837,0.726666667,0.694718615,0.744285714,0.800009405,0.744285714,0.67820217,0.7,0.661085677,0.7,0.629499675,0.005336266,0.080769231,0.019285008,0.074839744,0.019285008,0.074839744,0.002439882,0.042307692,0,0,0.008353493,0.043589744,0.029635692,0.072324415,0,0,0.047337165,0.025083612,0.002896384,0.042307692,0,0,0.010931515,0.043589744
194,11/04/2024 4:23,German Credit,0,0,Demographic Parity,700,300,0.25,0.074801309,0.688571429,0.474130612,0.688571429,0.561576021,0.693333333,0.480711111,0.693333333,0.567769029,0.308571429,0.095216327,0.308571429,0.145527137,0.28,0.0784,0.28,0.1225,0.821428571,0.827150533,0.821428571,0.805779049,0.743333333,0.733865186,0.743333333,0.737528432,0.924285714,0.926982625,0.924285714,0.921995064,0.65,0.621940928,0.65,0.633112583,0.774285714,0.799118759,0.774285714,0.73521893,0.726666667,0.705301837,0.726666667,0.694718615,0.732857143,0.807529362,0.732857143,0.654245469,0.696666667,0.653118914,0.696666667,0.606760943,0.005336266,0.080769231,0.122667203,0.240384615,0.122667203,0.240384615,0.002439882,0.042307692,0,0,0.009614788,0.038461538,0.029635692,0.072324415,0,0,0.019167079,0.04201505,0.002896384,0.042307692,0,0,0.113052415,0.201923077
195,11/04/2024 4:24,German Credit,1,0,Demographic Parity,420,180,1,0.058869702,0.638095238,0.407165533,0.638095238,0.497120709,0.688888889,0.474567901,0.688888889,0.561988304,0.514285714,0.264489796,0.514285714,0.349326146,0.466666667,0.217777778,0.466666667,0.296969697,0.888095238,0.889328255,0.888095238,0.888102216,0.761111111,0.766976264,0.761111111,0.761192218,1,1,1,1,0.733333333,0.73458498,0.733333333,0.733597229,0.883333333,0.891157044,0.883333333,0.879016413,0.783333333,0.775205115,0.783333333,0.774503657,0.866666667,0.883006536,0.866666667,0.859231589,0.722222222,0.701037037,0.722222222,0.693411796,0.132607588,0.18487395,0,0.142857143,0,0.142857143,0.088235294,0.006302521,0,0,0,0.071428571,0.111449332,0.115207373,0,0,0.060094266,0.093894009,0.088235294,0.178571429,0,0,0,0.071428571
196,11/04/2024 4:24,German Credit,1,0,Demographic Parity,420,180,0.25,0.058869702,0.638095238,0.407165533,0.638095238,0.497120709,0.688888889,0.474567901,0.688888889,0.561988304,0.514285714,0.264489796,0.514285714,0.349326146,0.466666667,0.217777778,0.466666667,0.296969697,0.888095238,0.889328255,0.888095238,0.888102216,0.761111111,0.766976264,0.761111111,0.761192218,0.980952381,0.981360544,0.980952381,0.980956269,0.677777778,0.685481998,0.677777778,0.67749928,0.883333333,0.891157044,0.883333333,0.879016413,0.783333333,0.775205115,0.783333333,0.774503657,0.883333333,0.892533126,0.883333333,0.878704949,0.772222222,0.765189308,0.772222222,0.752456109,0.132607588,0.18487395,0.032244716,0.150210084,0.032244716,0.150210084,0.088235294,0.006302521,0,0,0.007352941,0.025210084,0.111449332,0.115207373,0,0,0.041241163,0.091013825,0.088235294,0.178571429,0,0,0.024891775,0.125
197,11/04/2024 4:25,German Credit,0,1,Demographic Parity,434,186,1,0.067741935,0.513824885,0.264016012,0.513824885,0.348806543,0.467741935,0.218782518,0.467741935,0.298121234,0.640552995,0.41030814,0.640552995,0.500207114,0.682795699,0.466209966,0.682795699,0.5540898,0.861751152,0.863621402,0.861751152,0.857936283,0.801075269,0.796450973,0.801075269,0.790573415,0.986175115,0.9861811,0.986175115,0.986155295,0.795698925,0.789506597,0.795698925,0.787284113,0.850230415,0.850511778,0.850230415,0.850258252,0.709677419,0.714123973,0.709677419,0.709845275,0.891705069,0.8920172,0.891705069,0.891628454,0.661290323,0.664919355,0.661290323,0.661554733,0.041747524,0.250506324,0.024778045,0.362165157,0.024778045,0.362165157,0.000986654,0.119970194,0,0,0.015267176,0.055638351,0.085393067,0.057122954,0,0,0.118717191,0.042145594,0.04076087,0.130536131,0,0,0.015267176,0.306526807
198,11/04/2024 4:25,German Credit,0,1,Demographic Parity,434,186,0.25,0.067741935,0.513824885,0.264016012,0.513824885,0.348806543,0.467741935,0.218782518,0.467741935,0.298121234,0.359447005,0.129202149,0.359447005,0.19008045,0.317204301,0.100618569,0.317204301,0.152775949,0.861751152,0.863621402,0.861751152,0.857936283,0.801075269,0.796450973,0.801075269,0.790573415,0.995391705,0.995424621,0.995391705,0.995385098,0.741935484,0.741935484,0.741935484,0.741935484,0.850230415,0.850511778,0.850230415,0.850258252,0.709677419,0.714123973,0.709677419,0.709845275,0.907834101,0.907834101,0.907834101,0.907834101,0.639784946,0.650578211,0.639784946,0.63839818,0.041747524,0.250506324,0.02173913,0.457506974,0.02173913,0.457506974,0.000986654,0.119970194,0,0,0,0.142821659,0.085393067,0.057122954,0,0,0.100269908,0.012887496,0.04076087,0.130536131,0,0,0.02173913,0.314685315
199,11/04/2024 4:25,German Credit,1,1,Demographic Parity,305,131,1,0,0.508196721,0.258263908,0.508196721,0.342480399,0.480916031,0.231280228,0.480916031,0.312347525,0.518032787,0.268357968,0.518032787,0.353560174,0.458015267,0.209777985,0.458015267,0.287758283,0.904918033,0.906799456,0.904918033,0.904669388,0.755725191,0.768189071,0.755725191,0.755554369,1,1,1,1,0.786259542,0.792731342,0.786259542,0.786558619,0.944262295,0.94515988,0.944262295,0.944211887,0.687022901,0.692246733,0.687022901,0.686365731,0.901639344,0.903271592,0.901639344,0.901480356,0.641221374,0.641463484,0.641221374,0.641305079,0.097323927,0.209000575,0,0.501543894,0,0.501543894,0.088979896,0.040650407,0,0,0,0.265853659,0.001505376,0.1643324,0,0,0.056344086,0.03968254,0.088979896,0.168350168,0,0,0,0.265853659
200,11/04/2024 4:25,German Credit,1,1,Demographic Parity,305,131,0.25,0,0.508196721,0.258263908,0.508196721,0.342480399,0.480916031,0.231280228,0.480916031,0.312347525,0.481967213,0.232292395,0.481967213,0.313491948,0.541984733,0.293747451,0.541984733,0.380999169,0.904918033,0.906799456,0.904918033,0.904669388,0.755725191,0.768189071,0.755725191,0.755554369,0.993442623,0.99352459,0.993442623,0.993440787,0.770992366,0.787765266,0.770992366,0.770431597,0.944262295,0.94515988,0.944262295,0.944211887,0.687022901,0.692246733,0.687022901,0.686365731,0.914754098,0.914843763,0.914754098,0.914759597,0.671755725,0.671987154,0.671755725,0.671832306,0.097323927,0.209000575,0.002047655,0.351860064,0.002047655,0.351860064,0.088979896,0.040650407,0,0,0.002047655,0.190243902,0.001505376,0.1643324,0,0,0.05655914,0.04318394,0.088979896,0.168350168,0,0,0.002047655,0.190243902
201,11/04/2024 4:26,German Credit,0,0,Demographic Parity,700,300,1,0.074801309,0.698571429,0.488002041,0.698571429,0.574602908,0.67,0.4489,0.67,0.53760479,0.692857143,0.48005102,0.692857143,0.567148885,0.716666667,0.513611111,0.716666667,0.598381877,0.827142857,0.833233563,0.827142857,0.812334541,0.75,0.728303663,0.75,0.723180716,0.87,0.885944669,0.87,0.859222474,0.696666667,0.63923352,0.696666667,0.644605475,0.792857143,0.818136521,0.792857143,0.758466521,0.7,0.682749326,0.7,0.648959067,0.748571429,0.789076897,0.748571429,0.683851142,0.673333333,0.631477805,0.673333333,0.589708137,0.029608414,0.110882949,0.04626869,0.033912792,0.04626869,0.033912792,0.000225845,0.024771838,0,0,0.008746356,0.028357236,0.023183012,0.087743103,0,0,0.001259946,0.008442635,0.029382569,0.086111111,0,0,0.037522335,0.028357236
202,11/04/2024 4:26,German Credit,0,0,Demographic Parity,700,300,0.25,0.074801309,0.698571429,0.488002041,0.698571429,0.574602908,0.67,0.4489,0.67,0.53760479,0.307142857,0.094336735,0.307142857,0.144340359,0.283333333,0.080277778,0.283333333,0.125108225,0.827142857,0.833233563,0.827142857,0.812334541,0.75,0.728303663,0.75,0.723180716,0.917142857,0.921245103,0.917142857,0.914055763,0.69,0.6522,0.69,0.661481481,0.792857143,0.818136521,0.792857143,0.758466521,0.7,0.682749326,0.7,0.648959067,0.758571429,0.798556044,0.758571429,0.70117104,0.683333333,0.657733813,0.683333333,0.608028089,0.029608414,0.110882949,0.160236408,0.053755614,0.160236408,0.053755614,0.000225845,0.024771838,0,0,0.017492711,0.000977836,0.023183012,0.087743103,0,0,0.054671978,0.037690336,0.029382569,0.086111111,0,0,0.142743697,0.052777778
203,11/04/2024 4:26,German Credit,1,0,Demographic Parity,420,180,1,0.076427558,0.638095238,0.407165533,0.638095238,0.497120709,0.661111111,0.437067901,0.661111111,0.5262356,0.5,0.25,0.5,0.333333333,0.5,0.25,0.5,0.333333333,0.897619048,0.897844583,0.897619048,0.897604536,0.822222222,0.822381423,0.822222222,0.822200272,0.983333333,0.983431993,0.983333333,0.983332483,0.727777778,0.729164079,0.727777778,0.72736546,0.85,0.855564844,0.85,0.844049221,0.727777778,0.716458694,0.727777778,0.70815047,0.835714286,0.847733148,0.835714286,0.826292617,0.705555556,0.69062963,0.705555556,0.67236906,0.025450397,0.141680912,0.06464766,0.101709402,0.06464766,0.101709402,0.018846894,0.095384615,0,0,0.049143784,0.046153846,0.053515318,0.069982091,0,0,0.081598586,0.071221931,0.018846894,0.095384615,0,0,0.049143784,0.055555556
204,11/04/2024 4:26,German Credit,1,0,Demographic Parity,420,180,0.25,0.076427558,0.638095238,0.407165533,0.638095238,0.497120709,0.661111111,0.437067901,0.661111111,0.5262356,0.5,0.25,0.5,0.333333333,0.5,0.25,0.5,0.333333333,0.897619048,0.897844583,0.897619048,0.897604536,0.822222222,0.822381423,0.822222222,0.822200272,0.995238095,0.995238095,0.995238095,0.995238095,0.772222222,0.772255834,0.772222222,0.772215192,0.85,0.855564844,0.85,0.844049221,0.727777778,0.716458694,0.727777778,0.70815047,0.885714286,0.899219916,0.885714286,0.880378931,0.727777778,0.728457653,0.727777778,0.690470577,0.025450397,0.141680912,0.021836445,0.095584046,0.021836445,0.095584046,0.018846894,0.095384615,0,0,0.014084507,0.030769231,0.053515318,0.069982091,0,0,0.061861744,0.095192175,0.018846894,0.095384615,0,0,0.014084507,0.064814815
205,11/04/2024 4:27,German Credit,0,1,Demographic Parity,434,186,1,0.080645161,0.502304147,0.501195962,0.502304147,0.362539593,0.489247312,0.445363275,0.489247312,0.342921117,0.338709677,0.114724246,0.338709677,0.171395258,0.290322581,0.084287201,0.290322581,0.130645161,0.85483871,0.864008113,0.85483871,0.846521039,0.774193548,0.764335297,0.774193548,0.748517323,0.993087558,0.993087777,0.993087558,0.993081772,0.795698925,0.798050337,0.795698925,0.796776432,0.868663594,0.869273944,0.868663594,0.86859452,0.715053763,0.71517894,0.715053763,0.714930128,0.868663594,0.868668635,0.868663594,0.868661503,0.704301075,0.704358885,0.704301075,0.704309623,0.050588918,0.142804167,0.009778314,0.224188649,0.009778314,0.224188649,0.025029217,0.082198107,0,0,0.007352941,0.068344493,0.02977404,0.003237743,0,0,0.067618077,0.058048104,0.025559701,0.082198107,0,0,0.007352941,0.155844156
