Column1,Data,Dataset_name,Balance_Class,Balance_Sensitive,Fairness_cost_function,Dataset_training_size,Dataset_testing_size,Fairness_cost_multiplier,Dataset_fairness_Demographic_Parity,Report_DNN_Discriminator_Training_Accuracy,Report_DNN_Discriminator_Training_precision,Report_DNN_Discriminator_Training_recall,Report_DNN_Discriminator_Training_f1,Report_DNN_Discriminator_Testing_Accuracy,Report_DNN_Discriminator_Testing_precision,Report_DNN_Discriminator_Testing_recall,Report_DNN_Discriminator_Testing_f1,Report_Predictor_Training_Accuracy,Report_Predictor_Training_precision,Report_Predictor_Training_recall,Report_Predictor_Training_f1,Report_Predictor_Testing_Accuracy,Report_Predictor_Testing_precision,Report_Predictor_Testing_recall,Report_Predictor_Testing_f1,Report_Before_CatBoost_Prediction_Training_Accuracy,Report_Before_CatBoost_Prediction_Training_precision,Report_Before_CatBoost_Prediction_Training_recall,Report_Before_CatBoost_Prediction_Training_f1,Report_Before_CatBoost_Prediction_Testing_Accuracy,Report_Before_CatBoost_Prediction_Testing_precision,Report_Before_CatBoost_Prediction_Testing_recall,Report_Before_CatBoost_Prediction_Testing_f1,Report_After_CatBoost_Prediction_Training_Accuracy,Report_After_CatBoost_Prediction_Training_precision,Report_After_CatBoost_Prediction_Training_recall,Report_After_CatBoost_Prediction_Training_f1,Report_After_CatBoost_Prediction_Testing_Accuracy,Report_After_CatBoost_Prediction_Testing_precision,Report_After_CatBoost_Prediction_Testing_recall,Report_After_CatBoost_Prediction_Testing_f1,Report_Before_CatBoost_Sensitive_Training_Accuracy,Report_Before_CatBoost_Sensitive_Training_precision,Report_Before_CatBoost_Sensitive_Training_recall,Report_Before_CatBoost_Sensitive_Training_f1,Report_Before_CatBoost_Sensitive_Testing_Accuracy,Report_Before_CatBoost_Sensitive_Testing_precision,Report_Before_CatBoost_Sensitive_Testing_recall,Report_Before_CatBoost_Sensitive_Testing_f1,Report_After_CatBoost_Sensitive_Training_Accuracy,Report_After_CatBoost_Sensitive_Training_precision,Report_After_CatBoost_Sensitive_Training_recall,Report_After_CatBoost_Sensitive_Training_f1,Report_After_CatBoost_Sensitive_Testing_Accuracy,Report_After_CatBoost_Sensitive_Testing_precision,Report_After_CatBoost_Sensitive_Testing_recall,Report_After_CatBoost_Sensitive_Testing_f1,Fairness_Equal_Odd_Before_CatBoost_prediction_Training,Fairness_Equal_Odd_Before_CatBoost_prediction_Testing,Fairness_Equal_Odd_DNN_prediction_Training,Fairness_Equal_Odd_DNN_prediction_Testing,Fairness_Equal_Odd_After_CatBoost_prediction_Training,Fairness_Equal_Odd_After_CatBoost_prediction_Testing,Fairness_Equal_Opportunity_Before_CatBoost_prediction_Training,Fairness_Equal_Opportunity_Before_CatBoost_prediction_Testing,Fairness_Equal_Opportunity_DNN_prediction_Training,Fairness_Equal_Opportunity_DNN_prediction_Testing,Fairness_Equal_Opportunity_After_CatBoost_prediction_Training,Fairness_Equal_Opportunity_After_CatBoost_prediction_Testing,Fairness_Demographic_Parity_Before_CatBoost_prediction_Training,Fairness_Demographic_Parity_Before_CatBoost_prediction_Testing,Fairness_Demographic_Parity_DNN_prediction_Training,Fairness_Demographic_Parity_DNN_prediction_Testing,Fairness_Demographic_Parity_After_CatBoost_prediction_Training,Fairness_Demographic_Parity_After_CatBoost_prediction_Testing,Fairness_Treatment_Equality_Before_CatBoost_prediction_Training,Fairness_Treatment_Equality_Before_CatBoost_prediction_Testing,Fairness_Treatment_Equality_DNN_prediction_Training,Fairness_Treatment_Equality_DNN_prediction_Testing,Fairness_Treatment_Equality_After_CatBoost_prediction_Training,Fairness_Treatment_Equality_After_CatBoost_prediction_Testing
82,11/04/2024 3:55,German Credit,1,0,Demographic Parity,420,180,1,0.10448281,0.678571429,0.782134333,0.678571429,0.551065966,0.622222222,0.398501873,0.622222222,0.485844749,0.492857143,0.242908163,0.492857143,0.325427204,0.516666667,0.266944444,0.516666667,0.352014652,0.85,0.850318182,0.85,0.849922545,0.788888889,0.789187966,0.788888889,0.788941041,0.978571429,0.979113575,0.978571429,0.978570578,0.722222222,0.726017472,0.722222222,0.721879117,0.847619048,0.864481793,0.847619048,0.834703568,0.75,0.777460607,0.75,0.71876862,0.814285714,0.846005715,0.814285714,0.790284689,0.694444444,0.733249128,0.694444444,0.631276007,0.199578826,0.239201025,0.00895309,0.265120218,0.00895309,0.265120218,0.095396244,0.152197802,0,0,0.006756757,0.206043956,0.160521955,0.20015949,0,0,0.079328915,0.061403509,0.104182582,0.152197802,0,0,0.006756757,0.206043956
83,11/04/2024 3:55,German Credit,1,0,Demographic Parity,420,180,0.25,0.10448281,0.676190476,0.45723356,0.676190476,0.545562771,0.633333333,0.401111111,0.633333333,0.491156463,0.492857143,0.242908163,0.492857143,0.325427204,0.516666667,0.266944444,0.516666667,0.352014652,0.85,0.850318182,0.85,0.849922545,0.788888889,0.789187966,0.788888889,0.788941041,0.988095238,0.988197279,0.988095238,0.988095846,0.694444444,0.695611001,0.694444444,0.6944916,0.847619048,0.864481793,0.847619048,0.834703568,0.75,0.777460607,0.75,0.71876862,0.871428571,0.879769519,0.871428571,0.864115671,0.744444444,0.751388889,0.744444444,0.721720626,0.199578826,0.239201025,0.015828567,0.056506651,0.015828567,0.056506651,0.095396244,0.152197802,0,0,0.006756757,0.052747253,0.160521955,0.20015949,0,0,0.086992543,0.03030303,0.104182582,0.152197802,0,0,0.009071811,0.052747253
84,11/04/2024 3:55,German Credit,0,1,Demographic Parity,434,186,1,0.05483871,0.513824885,0.264016012,0.513824885,0.348806543,0.467741935,0.218782518,0.467741935,0.298121234,0.33640553,0.113168681,0.33640553,0.169362784,0.284946237,0.081194358,0.284946237,0.126377829,0.880184332,0.880573683,0.880184332,0.877215764,0.817204301,0.810471849,0.817204301,0.810995208,0.976958525,0.977731729,0.976958525,0.976746588,0.860215054,0.858800103,0.860215054,0.859392553,0.824884793,0.835508678,0.824884793,0.822922844,0.677419355,0.701092389,0.677419355,0.673210964,0.859447005,0.860178128,0.859447005,0.859257682,0.639784946,0.641438632,0.639784946,0.640149885,0.131788825,0.122139436,0.019951063,0.139097146,0.019951063,0.139097146,0.020740454,0.034162896,0,0,0,0.124434389,0.089346057,0.019157088,0,0,0.04501307,0.046325322,0.111048372,0.08797654,0,0,0.019951063,0.124434389
85,11/04/2024 3:55,German Credit,0,1,Demographic Parity,434,186,0.25,0.05483871,0.513824885,0.264016012,0.513824885,0.348806543,0.467741935,0.218782518,0.467741935,0.298121234,0.66359447,0.440357621,0.66359447,0.529405007,0.715053763,0.511301885,0.715053763,0.596251728,0.880184332,0.880573683,0.880184332,0.877215764,0.817204301,0.810471849,0.817204301,0.810995208,0.970046083,0.970875553,0.970046083,0.969740455,0.817204301,0.817204301,0.817204301,0.817204301,0.824884793,0.835508678,0.824884793,0.822922844,0.677419355,0.701092389,0.677419355,0.673210964,0.859447005,0.859696571,0.859447005,0.859347568,0.688172043,0.688172043,0.688172043,0.688172043,0.131788825,0.122139436,0.070487484,0.315727631,0.070487484,0.315727631,0.020740454,0.034162896,0,0,0.006493506,0.009276018,0.089346057,0.019157088,0,0,0.067944658,0.125043539,0.111048372,0.08797654,0,0,0.063993977,0.306451613
86,11/04/2024 3:56,German Credit,1,1,Demographic Parity,305,131,1,0,0.514754098,0.264971782,0.514754098,0.349854517,0.465648855,0.216828856,0.465648855,0.295881043,0.504918033,0.25494222,0.504918033,0.3388121,0.488549618,0.23868073,0.488549618,0.32068898,0.904918033,0.905093148,0.904918033,0.904918033,0.72519084,0.72783715,0.72519084,0.723771637,1,1,1,1,0.755725191,0.757380277,0.755725191,0.754952893,0.872131148,0.872171913,0.872131148,0.872142152,0.648854962,0.649470512,0.648854962,0.643562584,0.885245902,0.885461623,0.885245902,0.885268115,0.610687023,0.614815646,0.610687023,0.6110047,0.079613563,0.127477477,0,0.212837838,0,0.212837838,0.005274262,0.044144144,0,0,0,0.071171171,0.095455328,0.063700234,0,0,0.075185058,0.061592506,0.074339301,0.083333333,0,0,0,0.141666667
87,11/04/2024 3:56,German Credit,1,1,Demographic Parity,305,131,0.25,0,0.514754098,0.264971782,0.514754098,0.349854517,0.465648855,0.216828856,0.465648855,0.295881043,0.504918033,0.25494222,0.504918033,0.3388121,0.488549618,0.23868073,0.488549618,0.32068898,0.904918033,0.905093148,0.904918033,0.904918033,0.72519084,0.72783715,0.72519084,0.723771637,1,1,1,1,0.709923664,0.710303552,0.709923664,0.709449018,0.872131148,0.872171913,0.872131148,0.872142152,0.648854962,0.649470512,0.648854962,0.643562584,0.921311475,0.921414419,0.921311475,0.921323324,0.603053435,0.606418053,0.603053435,0.603470007,0.079613563,0.127477477,0,0.161936937,0,0.161936937,0.005274262,0.044144144,0,0,0,0.036936937,0.095455328,0.063700234,0,0,0.075185058,0.001873536,0.074339301,0.083333333,0,0,0,0.125
88,11/04/2024 3:56,German Credit,0,0,Demographic Parity,700,300,1,0.074801309,0.691428571,0.478073469,0.691428571,0.565289575,0.686666667,0.471511111,0.686666667,0.559104084,0.687142857,0.472165306,0.687142857,0.559721785,0.73,0.5329,0.73,0.616069364,0.821428571,0.824188789,0.821428571,0.80810445,0.776666667,0.759673295,0.776666667,0.752311579,0.918571429,0.922587705,0.918571429,0.915728894,0.686666667,0.654315399,0.686666667,0.665494422,0.774285714,0.77980842,0.774285714,0.7433266,0.71,0.692436364,0.71,0.646724786,0.768571429,0.795718821,0.768571429,0.724665927,0.706666667,0.701402582,0.706666667,0.626013605,0.029766495,0.136900626,0.059295758,0.081360826,0.059295758,0.081360826,0.023492627,0.037545788,0,0,0.002830946,0.027167277,0.016184573,0.080768436,0,0,0.035544842,0.011877711,0.023492627,0.099354839,0,0,0.056464812,0.054193548
89,11/04/2024 3:56,German Credit,0,0,Demographic Parity,700,300,0.25,0.074801309,0.691428571,0.478073469,0.691428571,0.565289575,0.686666667,0.471511111,0.686666667,0.559104084,0.687142857,0.472165306,0.687142857,0.559721785,0.73,0.5329,0.73,0.616069364,0.821428571,0.824188789,0.821428571,0.80810445,0.776666667,0.759673295,0.776666667,0.752311579,0.89,0.893742837,0.89,0.885300493,0.706666667,0.668885712,0.706666667,0.678273305,0.774285714,0.77980842,0.774285714,0.7433266,0.71,0.692436364,0.71,0.646724786,0.737142857,0.809546621,0.737142857,0.6606234,0.696666667,0.673726436,0.696666667,0.606772447,0.029766495,0.136900626,0.087562274,0.097795108,0.087562274,0.097795108,0.023492627,0.037545788,0,0,0.024823594,0.027472527,0.016184573,0.080768436,0,0,0.052073768,0.050712663,0.023492627,0.099354839,0,0,0.06273868,0.070322581
90,11/04/2024 3:57,German Credit,1,0,Demographic Parity,420,180,1,0.084817642,0.657142857,0.431836735,0.657142857,0.521182266,0.65,0.4225,0.65,0.512121212,0.497619048,0.247624717,0.497619048,0.330691195,0.505555556,0.25558642,0.505555556,0.339524395,0.866666667,0.866787673,0.866666667,0.866648522,0.733333333,0.734177949,0.733333333,0.73293749,0.985714286,0.986112957,0.985714286,0.985712342,0.761111111,0.76117284,0.761111111,0.761118484,0.852380952,0.867167853,0.852380952,0.842472299,0.733333333,0.729655172,0.733333333,0.709487459,0.85,0.867456465,0.85,0.839091854,0.744444444,0.755400776,0.744444444,0.713432836,0.120311181,0.180841665,0.000816493,0.224192048,0.000816493,0.224192048,0.03225148,0.057312253,0,0,0.000816493,0.209486166,0.003019324,0.001221001,0,0,0.034722222,0.183150183,0.088059701,0.123529412,0,0,0.000816493,0.209486166
91,11/04/2024 3:57,German Credit,1,0,Demographic Parity,420,180,0.25,0.084817642,0.657142857,0.431836735,0.657142857,0.521182266,0.65,0.4225,0.65,0.512121212,0.502380952,0.252386621,0.502380952,0.33598219,0.494444444,0.244475309,0.494444444,0.327178852,0.866666667,0.866787673,0.866666667,0.866648522,0.733333333,0.734177949,0.733333333,0.73293749,0.99047619,0.990520255,0.99047619,0.990475759,0.744444444,0.745054175,0.744444444,0.744381337,0.852380952,0.867167853,0.852380952,0.842472299,0.733333333,0.729655172,0.733333333,0.709487459,0.873809524,0.884146444,0.873809524,0.86729549,0.761111111,0.764236111,0.761111111,0.740891675,0.120311181,0.180841665,0.029430313,0.11473882,0.029430313,0.11473882,0.03225148,0.057312253,0,0,0.007042254,0.025032938,0.003019324,0.001221001,0,0,0.042572464,0.037851038,0.088059701,0.123529412,0,0,0.02238806,0.089705882
92,11/04/2024 3:57,German Credit,0,1,Demographic Parity,434,186,1,0.106451613,0.511520737,0.261653465,0.511520737,0.346212206,0.47311828,0.223840906,0.47311828,0.303900793,0.700460829,0.490645374,0.700460829,0.577073421,0.629032258,0.395681582,0.629032258,0.485787288,0.898617512,0.907822194,0.898617512,0.892530011,0.76344086,0.763839169,0.76344086,0.751173179,1,1,1,1,0.801075269,0.79898202,0.801075269,0.799416885,0.81797235,0.818868438,0.81797235,0.817682582,0.725806452,0.728196422,0.725806452,0.725972932,0.84562212,0.849881069,0.84562212,0.844900269,0.688172043,0.690037102,0.688172043,0.688388465,0.260705186,0.367354362,0,0.390671801,0,0.390671801,0.001311246,0.090350877,0,0,0,0.061403509,0.147883733,0.199211503,0,0,0.106025837,0.135435993,0.259393939,0.277003484,0,0,0,0.329268293
93,11/04/2024 3:57,German Credit,0,1,Demographic Parity,434,186,0.75,0.106451613,0.511520737,0.261653465,0.511520737,0.346212206,0.47311828,0.223840906,0.47311828,0.303900793,0.594470046,0.66317689,0.594470046,0.611367127,0.596774194,0.622145999,0.596774194,0.603356253,0.898617512,0.907822194,0.898617512,0.892530011,0.76344086,0.763839169,0.76344086,0.751173179,0.997695853,0.997703407,0.997695853,0.997693296,0.768817204,0.76514977,0.768817204,0.762879457,0.81797235,0.818868438,0.81797235,0.817682582,0.725806452,0.728196422,0.725806452,0.725972932,0.85483871,0.857296226,0.85483871,0.854412163,0.661290323,0.661505177,0.661290323,0.661378643,0.260705186,0.367354362,0.013333333,0.28927196,0.013333333,0.28927196,0.001311246,0.090350877,0.143275493,0.133333333,0,0.010526316,0.147883733,0.199211503,0.079551249,0.051020408,0.101308856,0.140074212,0.259393939,0.277003484,0.143275493,0.133333333,0.013333333,0.278745645
94,11/04/2024 3:58,German Credit,1,1,Demographic Parity,305,131,1,0,0.521311475,0.271765654,0.521311475,0.357278123,0.450381679,0.202843657,0.450381679,0.279710727,0.48852459,0.238656275,0.48852459,0.320661515,0.526717557,0.277431385,0.526717557,0.363435115,0.895081967,0.895291125,0.895081967,0.895032277,0.770992366,0.776555768,0.770992366,0.770885603,1,1,1,1,0.679389313,0.679389313,0.679389313,0.679389313,0.91147541,0.911468344,0.91147541,0.911462059,0.648854962,0.653296322,0.648854962,0.649716819,0.921311475,0.921835214,0.921311475,0.921214669,0.526717557,0.532855759,0.526717557,0.527822325,0.099206487,0.370667989,0,0.434325397,0,0.434325397,0.074634227,0.214583333,0,0,0,0.204166667,0.018523305,0.045433145,0,0,0.056819161,0.064030132,0.074634227,0.214583333,0,0,0,0.23015873
95,11/04/2024 3:58,German Credit,1,1,Demographic Parity,305,131,0.25,0,0.521311475,0.271765654,0.521311475,0.357278123,0.450381679,0.202843657,0.450381679,0.279710727,0.51147541,0.261607095,0.51147541,0.346161232,0.473282443,0.223996271,0.473282443,0.304077839,0.895081967,0.895291125,0.895081967,0.895032277,0.770992366,0.776555768,0.770992366,0.770885603,1,1,1,1,0.72519084,0.72519084,0.72519084,0.72519084,0.91147541,0.911468344,0.91147541,0.911462059,0.648854962,0.653296322,0.648854962,0.649716819,0.931147541,0.931927356,0.931147541,0.931043472,0.641221374,0.64663962,0.641221374,0.642101298,0.099206487,0.370667989,0,0.419477513,0,0.419477513,0.074634227,0.214583333,0,0,0,0.239583333,0.018523305,0.045433145,0,0,0.056819161,0.03319209,0.074634227,0.214583333,0,0,0,0.239583333
96,11/04/2024 3:58,German Credit,0,0,Demographic Parity,700,300,1,0.074801309,0.692857143,0.735971593,0.692857143,0.575315096,0.693333333,0.484637681,0.693333333,0.570498688,0.692857143,0.48005102,0.692857143,0.567148885,0.716666667,0.513611111,0.716666667,0.598381877,0.827142857,0.828983849,0.827142857,0.814646422,0.733333333,0.709214982,0.733333333,0.711650668,0.925714286,0.929947427,0.925714286,0.923092107,0.706666667,0.685272252,0.706666667,0.692003508,0.788571429,0.792149068,0.788571429,0.765967994,0.686666667,0.650309239,0.686666667,0.653971014,0.76,0.788958525,0.76,0.712597205,0.713333333,0.683447963,0.713333333,0.663755309,0.102307195,0.120060843,0.037817867,0.010291178,0.037817867,0.010291178,0.039145458,0.016410256,0,0,0.008975223,0.000512821,0.098520016,0.016983017,0,0,0.076429433,0.001735107,0.063161738,0.103650587,0,0,0.028842643,0.009778357
97,11/04/2024 3:58,German Credit,0,0,Demographic Parity,700,300,0.25,0.074801309,0.687142857,0.472165306,0.687142857,0.559721785,0.696666667,0.485344444,0.696666667,0.572115259,0.692857143,0.48005102,0.692857143,0.567148885,0.716666667,0.513611111,0.716666667,0.598381877,0.827142857,0.828983849,0.827142857,0.814646422,0.733333333,0.709214982,0.733333333,0.711650668,0.871428571,0.882024098,0.871428571,0.862297974,0.69,0.6522,0.69,0.661481481,0.788571429,0.792149068,0.788571429,0.765967994,0.686666667,0.650309239,0.686666667,0.653971014,0.708571429,0.795361835,0.708571429,0.607032213,0.696666667,0.638862613,0.696666667,0.583900643,0.102307195,0.120060843,0.041261194,0.106058236,0.041261194,0.106058236,0.039145458,0.016410256,0,0,0.020815776,0.027179487,0.098520016,0.016983017,0,0,0.08315059,0.00262895,0.063161738,0.103650587,0,0,0.020815776,0.078878748
98,11/04/2024 3:59,German Credit,1,0,Demographic Parity,420,180,1,0.108480156,0.661904762,0.438117914,0.661904762,0.527247919,0.672222222,0.451882716,0.672222222,0.540457733,0.519047619,0.269410431,0.519047619,0.354709658,0.455555556,0.207530864,0.455555556,0.285156913,0.902380952,0.902697667,0.902380952,0.90241141,0.744444444,0.745072751,0.744444444,0.744666639,0.985714286,0.985714286,0.985714286,0.985714286,0.744444444,0.748395062,0.744444444,0.744950245,0.854761905,0.85949136,0.854761905,0.847962042,0.711111111,0.694827553,0.711111111,0.695111111,0.866666667,0.884175084,0.866666667,0.857425892,0.722222222,0.70703635,0.722222222,0.69644531,0.064326357,0.142563477,0.043221393,0.206663956,0.043221393,0.206663956,0.028256705,0.107142857,0,0,0.020833333,0.164285714,0.095602391,0.0874072,0,0,0.109534907,0.113461269,0.036069652,0.107142857,0,0,0.02238806,0.164285714
99,11/04/2024 3:59,German Credit,1,0,Demographic Parity,420,180,0.25,0.108480156,0.661904762,0.438117914,0.661904762,0.527247919,0.672222222,0.451882716,0.672222222,0.540457733,0.519047619,0.269410431,0.519047619,0.354709658,0.455555556,0.207530864,0.455555556,0.285156913,0.902380952,0.902697667,0.902380952,0.90241141,0.744444444,0.745072751,0.744444444,0.744666639,0.980952381,0.980989177,0.980952381,0.980948487,0.7,0.701583375,0.7,0.700446429,0.854761905,0.85949136,0.854761905,0.847962042,0.711111111,0.694827553,0.711111111,0.695111111,0.833333333,0.860261118,0.833333333,0.816946419,0.688888889,0.660531093,0.688888889,0.640740091,0.064326357,0.142563477,0.036037485,0.114177284,0.036037485,0.114177284,0.028256705,0.107142857,0,0,0.013649425,0.085714286,0.095602391,0.0874072,0,0,0.123619414,0.070878274,0.036069652,0.107142857,0,0,0.02238806,0.085714286
100,11/04/2024 4:00,German Credit,0,1,Demographic Parity,434,186,1,0.025806452,0.513824885,0.264016012,0.513824885,0.348806543,0.467741935,0.218782518,0.467741935,0.298121234,0.670506912,0.44957952,0.670506912,0.538255204,0.715053763,0.511301885,0.715053763,0.596251728,0.910138249,0.913376348,0.910138249,0.907446344,0.822580645,0.817321178,0.822580645,0.818582851,0.99078341,0.990908381,0.99078341,0.9907495,0.827956989,0.82463812,0.827956989,0.82585799,0.847926267,0.849996745,0.847926267,0.847488192,0.731182796,0.733263961,0.731182796,0.731462814,0.859447005,0.860512392,0.859447005,0.859203679,0.677419355,0.678643258,0.677419355,0.677718283,0.209573684,0.347531641,0.00195848,0.173737262,0.00195848,0.173737262,0.011375486,0.001817356,0,0,0,0.135165834,0.088580962,0.097526994,0,0,0.040783797,0.088122605,0.198198198,0.345714286,0,0,0.00195848,0.135165834
101,11/04/2024 4:00,German Credit,0,1,Demographic Parity,434,186,0.25,0.025806452,0.513824885,0.264016012,0.513824885,0.348806543,0.467741935,0.218782518,0.467741935,0.298121234,0.329493088,0.108565695,0.329493088,0.163318931,0.284946237,0.081194358,0.284946237,0.126377829,0.910138249,0.913376348,0.910138249,0.907446344,0.822580645,0.817321178,0.822580645,0.818582851,0.988479263,0.988523935,0.988479263,0.988447739,0.85483871,0.852746679,0.85483871,0.85353416,0.847926267,0.849996745,0.847926267,0.847488192,0.731182796,0.733263961,0.731182796,0.731462814,0.877880184,0.879958173,0.877880184,0.877559116,0.672043011,0.672905466,0.672043011,0.672299561,0.209573684,0.347531641,0.037264017,0.218408516,0.037264017,0.218408516,0.011375486,0.001817356,0,0,0.00729927,0.07269423,0.088580962,0.097526994,0,0,0.054746775,0.013235806,0.198198198,0.345714286,0,0,0.029964747,0.145714286
102,11/04/2024 4:00,German Credit,1,1,Demographic Parity,305,131,1,0,0.518032787,0.268357968,0.518032787,0.353560174,0.458015267,0.209777985,0.458015267,0.287758283,0.504918033,0.25494222,0.504918033,0.3388121,0.488549618,0.23868073,0.488549618,0.32068898,0.914754098,0.915364613,0.914754098,0.914704571,0.717557252,0.717718147,0.717557252,0.717260378,1,1,1,1,0.740458015,0.740995592,0.740458015,0.740033332,0.881967213,0.882801592,0.881967213,0.8817736,0.702290076,0.718974918,0.702290076,0.701248222,0.927868852,0.928918078,0.927868852,0.927750533,0.709923664,0.713916618,0.709923664,0.710431501,0.098712654,0.158349625,0,0.071966982,0,0.071966982,0.045068929,0.052777778,0,0,0,0.059259259,0.090415913,0.028873239,0,0,0.049599587,0.077464789,0.053643725,0.105571848,0,0,0,0.059259259
103,11/04/2024 4:00,German Credit,1,1,Demographic Parity,305,131,0.25,0,0.521311475,0.537276621,0.521311475,0.382336079,0.450381679,0.423991276,0.450381679,0.309244547,0.504918033,0.25494222,0.504918033,0.3388121,0.488549618,0.23868073,0.488549618,0.32068898,0.914754098,0.915364613,0.914754098,0.914704571,0.717557252,0.717718147,0.717557252,0.717260378,1,1,1,1,0.79389313,0.794295368,0.79389313,0.793676492,0.881967213,0.882801592,0.881967213,0.8817736,0.702290076,0.718974918,0.702290076,0.701248222,0.88852459,0.888538722,0.88852459,0.888493377,0.702290076,0.712263914,0.702290076,0.702290076,0.098712654,0.158349625,0,0.15087705,0,0.15087705,0.045068929,0.052777778,0,0,0,0.134259259,0.090415913,0.028873239,0,0,0.049599587,0.124882629,0.053643725,0.105571848,0,0,0,0.134259259
104,11/04/2024 4:00,German Credit,0,0,Demographic Parity,700,300,1,0.074801309,0.69,0.4761,0.69,0.563431953,0.69,0.4761,0.69,0.563431953,0.708571429,0.502073469,0.708571429,0.587711419,0.68,0.4624,0.68,0.55047619,0.838571429,0.851247702,0.838571429,0.821127629,0.7,0.67346799,0.7,0.663558644,0.894285714,0.902285714,0.894285714,0.88765529,0.676666667,0.646904917,0.676666667,0.649562662,0.785714286,0.788609492,0.785714286,0.7616832,0.693333333,0.653292475,0.693333333,0.639726743,0.744285714,0.783567229,0.744285714,0.68178439,0.673333333,0.587291623,0.673333333,0.585818182,0.030690977,0.191414141,0.07481264,0.376316739,0.07481264,0.376316739,0.004375187,0.05,0,0,0.005733693,0.081944444,0.034795966,0.089449899,0,0,0.037400655,0.16097865,0.026315789,0.141414141,0,0,0.069078947,0.294372294
105,11/04/2024 4:00,German Credit,0,0,Demographic Parity,700,300,0.25,0.074801309,0.69,0.4761,0.69,0.563431953,0.69,0.4761,0.69,0.563431953,0.291428571,0.084930612,0.291428571,0.131529709,0.32,0.1024,0.32,0.155151515,0.838571429,0.851247702,0.838571429,0.821127629,0.7,0.67346799,0.7,0.663558644,0.854285714,0.867149605,0.854285714,0.840186508,0.676666667,0.641674933,0.676666667,0.640964002,0.785714286,0.788609492,0.785714286,0.7616832,0.693333333,0.653292475,0.693333333,0.639726743,0.72,0.787777278,0.72,0.630247126,0.68,0.603368421,0.68,0.589810298,0.030690977,0.191414141,0.008323574,0.112229437,0.008323574,0.112229437,0.004375187,0.05,0,0,9.99E-05,0.008333333,0.034795966,0.089449899,0,0,0.047017966,0.034128097,0.026315789,0.141414141,0,0,0.008223684,0.103896104
106,11/04/2024 4:01,German Credit,1,0,Demographic Parity,420,180,1,0.107230392,0.685714286,0.470204082,0.685714286,0.557869249,0.666666667,0.444444444,0.666666667,0.533333333,0.502380952,0.252386621,0.502380952,0.33598219,0.494444444,0.244475309,0.494444444,0.327178852,0.880952381,0.881791526,0.880952381,0.88087133,0.794444444,0.801034858,0.794444444,0.793533808,0.997619048,0.997630385,0.997619048,0.997619061,0.811111111,0.811111111,0.811111111,0.811111111,0.85952381,0.871190059,0.85952381,0.849022724,0.794444444,0.822803195,0.794444444,0.767883458,0.823809524,0.839836735,0.823809524,0.805331371,0.761111111,0.808543097,0.761111111,0.716548793,0.101529559,0.119786096,0.013157895,0.085602633,0.013157895,0.085602633,0.023459384,0.1,0,0,0,0.061538462,0.050189394,0.1,0,0,0.099431818,0.083333333,0.078070175,0.1,0,0,0.013157895,0.061538462
107,11/04/2024 4:01,German Credit,1,0,Demographic Parity,420,180,0.25,0.107230392,0.680952381,0.469172932,0.680952381,0.555564549,0.666666667,0.444444444,0.666666667,0.533333333,0.497619048,0.247624717,0.497619048,0.330691195,0.505555556,0.25558642,0.505555556,0.339524395,0.880952381,0.881791526,0.880952381,0.88087133,0.794444444,0.801034858,0.794444444,0.793533808,0.969047619,0.969310224,0.969047619,0.969041476,0.761111111,0.76704793,0.761111111,0.760052804,0.85952381,0.871190059,0.85952381,0.849022724,0.794444444,0.822803195,0.794444444,0.767883458,0.821428571,0.854111192,0.821428571,0.797346588,0.705555556,0.705641766,0.705555556,0.645710003,0.101529559,0.119786096,0.021538323,0.215713698,0.021538323,0.215713698,0.023459384,0.1,0,0,0.010037348,0.107692308,0.050189394,0.1,0,0,0.089646465,0.05,0.078070175,0.1,0,0,0.011500975,0.10802139
108,11/04/2024 4:02,German Credit,0,1,Demographic Parity,434,186,1,0.009677419,0.502304147,0.252309457,0.502304147,0.335896638,0.494623656,0.244652561,0.494623656,0.327376808,0.306451613,0.093912591,0.306451613,0.143767423,0.279569892,0.078159325,0.279569892,0.122164995,0.900921659,0.903713625,0.900921659,0.897136665,0.795698925,0.785705558,0.795698925,0.778471155,0.99078341,0.990904283,0.99078341,0.990743472,0.784946237,0.778324317,0.784946237,0.780717561,0.873271889,0.873351312,0.873271889,0.873269871,0.704301075,0.704358885,0.704301075,0.704309623,0.889400922,0.889429308,0.889400922,0.889396224,0.688172043,0.688376524,0.688172043,0.687955496,0.238935075,0.352533135,0.032382246,0.165876378,0.032382246,0.165876378,0.007730365,0.048829431,0,0,0,0.00735786,0.094376487,0.039315449,0,0,0.034998301,0.037696577,0.23120471,0.303703704,0,0,0.032382246,0.158518519
